row_id	claim_id	occurrence_id	citation_key	prior_row_id	prior_claim_id	prior_occurrence_id	reconciliation_status	matching_basis	current_source_sha256	prior_source_sha256	claim_text_sha256
ROW-CUR-0138	CLM-CUR-116	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		48bc5e6129d94457b755ae3663146e2292861326ce703479a29dccd71800e587
ROW-CUR-0139	CLM-CUR-116	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		45252b57c5f675ac0815b7474abe930c9cbec9ed9d9390140beb1566384e63f6
ROW-CUR-0140	CLM-CUR-116	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		f98328ceebae18acb916ada458c3c4caeb36f6ddaa29525c9e1001038e5d0cb4
ROW-CUR-0141	CLM-CUR-116	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		b4d73493236dfc8ce45fe55eb3c97a332ee15c16845ae2d6df69bd9f2a259569
ROW-CUR-0142	CLM-CUR-117	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		7038b25d26d0fdf4426c08d633e5aedcc19bdc890dee4ab668bfa49ae1e8e691
ROW-CUR-0143	CLM-CUR-117	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		6eed586844ec2b096b09cf80bdf8f81f08bbbf411e7ada13c18e2220ec5221db
ROW-CUR-0144	CLM-CUR-117	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		a7140aa4abcaba32d007a7fb3bf22db9a38536663d4d453bb74648ffec94b552
ROW-CUR-0145	CLM-CUR-117	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		fecad93cf164362e89a4d2d8036b0d6bec749e80a29bb93d04464cbb48d02b40
ROW-CUR-0146	CLM-CUR-118	CIT-CUR-033	klein_teeselink_generative_2025	ROW-0164	CLM-125	CIT-032	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	7ed527cf4f5b02b31b4848f653a9820ba56a998f8068eaa65d947c74be44cfe8
ROW-CUR-0147	CLM-CUR-119	CIT-CUR-033	klein_teeselink_generative_2025	ROW-0165	CLM-126	CIT-032	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	fd07abd0bc4f7738623568d1a1fdd845da32e7fc29aeba0a0fd82efb1c216027
ROW-CUR-0148	CLM-CUR-120	CIT-CUR-033	klein_teeselink_generative_2025	ROW-0166	CLM-127	CIT-032	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	7281ecb2f7b7b007de7637e84beaa7510f0314c442a40d0c48312b45cb46e9bf
ROW-CUR-0149	CLM-CUR-121	CIT-CUR-034	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		bf05fdd14aeaccd14267872cb854b188fa70b5688cf7753f6372995e0f2ff4c3
ROW-CUR-0150	CLM-CUR-122	CIT-CUR-035	santos_silva_log_2006				AUDITED_NEW	NONE	1085f4f7a368d8ae68202bcc0b9bafce2de8dc58ec1f1cbbad0f4a2fed88ae9e		01101fa68ef4aeb944062a0a747043fce94c02f4a1ca39ea260cb01b0da05723
ROW-CUR-0151	CLM-CUR-122	CIT-CUR-036	chen_logs_2024				AUDITED_NEW	NONE	7b0fd0da42bcf424158222c2cddc0fadf24634d907b7ce0865004f918e5ddd57		0b9fbed7a3a92484886e3ac823e15a3ee4f18bc791479cebf255bb3db9ed1e19
ROW-CUR-0152	CLM-CUR-123	CIT-CUR-035	santos_silva_log_2006				AUDITED_NEW	NONE	1085f4f7a368d8ae68202bcc0b9bafce2de8dc58ec1f1cbbad0f4a2fed88ae9e		da46d4493b7e304128119f54b772061714c60ae442e7b2ceaa272c3953fc15d4
ROW-CUR-0153	CLM-CUR-123	CIT-CUR-036	chen_logs_2024				AUDITED_NEW	NONE	7b0fd0da42bcf424158222c2cddc0fadf24634d907b7ce0865004f918e5ddd57		8f001d8c493d054eb1657eebcfd7d1ed21950cd7ed2ce5613bbf328c08e29290
ROW-CUR-0154	CLM-CUR-124	CIT-CUR-037	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		662c788de0891ea5f028eadbc09538f6858bbd676e3e2c852083fdcdaa53d9ba
ROW-CUR-0155	CLM-CUR-125	CIT-CUR-038	brynjolfsson_canaries_2025	ROW-0171	CLM-132	CIT-036	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	665ba7be61119d6f2ee34e886f08fb1cf29eec59c71ca1f49c3ad5ffcacb5768
ROW-CUR-0156	CLM-CUR-126	CIT-CUR-038	brynjolfsson_canaries_2025	ROW-0172	CLM-133	CIT-036	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	e600c221fe93c9e88663c8a43c0f9b42769e23b02578b13424b8c546f59c5b87
ROW-CUR-0157	CLM-CUR-127	CIT-CUR-038	brynjolfsson_canaries_2025	ROW-0173	CLM-134	CIT-036	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	34a298dd4f9f336e98462889e08786632151a17ea459e51490f93a9584d31ff2
ROW-CUR-0158	CLM-CUR-128	CIT-CUR-038	brynjolfsson_canaries_2025	ROW-0175	CLM-136	CIT-036	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_EXCERPT_TEXT_CHANGED_CLAIM	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	0035d20e1ecc78545f8c8dc558083bf048a9b1753cc6e5134a8af43f77a4e8e4
ROW-CUR-0159	CLM-CUR-129	CIT-CUR-038	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2a66f1b034736d99af94938e164eec3b3b975574f4e7a90906e47bd6e80ce5a4
ROW-CUR-0160	CLM-CUR-130	CIT-CUR-039	teutloff_winners_2025				AUDITED_NEW	NONE	a64350970c9252167ef65c3fa693d47c8e5eb84c4ae22841f8c2006db0d24802		9e1e2373d845214d8d2f3659bf02b810585d0fa0b7850b78c01c0699ca23825c
ROW-CUR-0161	CLM-CUR-131	CIT-CUR-039	teutloff_winners_2025				AUDITED_NEW	NONE	a64350970c9252167ef65c3fa693d47c8e5eb84c4ae22841f8c2006db0d24802		00c1f7529226deeeb8a5c218c753d0acf0babbdde68cad667568f04aa9697b2e
ROW-CUR-0162	CLM-CUR-132	CIT-CUR-040	rambachan_more_2023				AUDITED_NEW	NONE	2ef3448e51bb946478ad323b8e00fc5de80fcc1b274ec26aa01dfaa9e458b7dc		ebe21a9c70714b44aa56a6d236e871d09eea12bf2eddcf4cf98a955a005c3e51
ROW-CUR-0163	CLM-CUR-133	CIT-CUR-040	rambachan_more_2023				AUDITED_NEW	NONE	2ef3448e51bb946478ad323b8e00fc5de80fcc1b274ec26aa01dfaa9e458b7dc		b09d0d1cb18c3f7d32ea0b113f7649da583eb8a774556c563512bd613f4e21b1
ROW-CUR-0164	CLM-CUR-134	CIT-CUR-041	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2c047dccea99412ab9c7ab8b19c73c3c38fd35e5869a3c211ce00c5e2501cfc1
ROW-CUR-0165	CLM-CUR-135	CIT-CUR-041	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		86e085adbd440dd753a2decff33532b3fdd522711b4ac3e7ad8402b94e77bf9e
ROW-CUR-0166	CLM-CUR-136	CIT-CUR-041	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		37e34dc8759bcf44bca0cb420422d0481787170791c11acce8f70f6e0200b71e
ROW-CUR-0167	CLM-CUR-137	CIT-CUR-041	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2df14076c60dd04d9e111abc0740c1811d2e7afbedaeca57482f78c3fe430575
ROW-CUR-0168	CLM-CUR-138	CIT-CUR-041	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		133afcc6bb2975b860733523d46e55473fc38e3b621591b4613b6f07b44e5bdf
ROW-CUR-0169	CLM-CUR-139	CIT-CUR-042	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		c1e029348288cdac869dd2637718c56fd4e8cce3ec49c0b4cbacbeb8ccbb9ac6
ROW-CUR-0170	CLM-CUR-140	CIT-CUR-042	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		3355a96042f983e08313cb88dff9de1ee9a5368df68e53b6b8f35813c9f32873
ROW-CUR-0171	CLM-CUR-141	CIT-CUR-043	chandar_tracking_2025				AUDITED_NEW	NONE	43b8b1867d44fec8e557eea0001f73db5394ab2a05cef2bafbf2d74d3c9c9eba		9194729db5439364a1a06be33eb4134639979e181de9d0248e51eeb30b02cc82
ROW-CUR-0172	CLM-CUR-142	CIT-CUR-044	hosseini_maasoum_generative_2025				AUDITED_NEW	NONE	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		033c4aa347e727eb61e5661bd0f6e54cbdf52b8e902df24850a2dd5fe1738490
ROW-CUR-0173	CLM-CUR-143	CIT-CUR-044	hosseini_maasoum_generative_2025				AUDITED_NEW	NONE	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		9ec36d94ffa32118656e467f05edc71e3bb695773d1a6dbc05dff5ae2b688971
ROW-CUR-0174	CLM-CUR-144	CIT-CUR-045	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		5793905da12125b99337df8282b0e598e892fb6b2c83da2e9b32087a9bae8edb
ROW-CUR-0175	CLM-CUR-145	CIT-CUR-045	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		9b74d88337e8f0fe60635001197f1b3b77c0621d4388a0d87d921c4642eae17d
ROW-CUR-0176	CLM-CUR-146	CIT-CUR-042	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		39cd532a8433cd4a90754e78570eb52f9df4c6fa8831d3ef8c63e4a50b3c7399
ROW-CUR-0177	CLM-CUR-146	CIT-CUR-043	chandar_tracking_2025				AUDITED_NEW	NONE	43b8b1867d44fec8e557eea0001f73db5394ab2a05cef2bafbf2d74d3c9c9eba		32f72e7a74570427694a0b5479cfcb50aa6e53660f11ec15974bddb02cfc17ba
ROW-CUR-0178	CLM-CUR-146	CIT-CUR-044	hosseini_maasoum_generative_2025				AUDITED_NEW	NONE	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		11256d156219e8bca32276127a421c86b7165896e28c97c324b23a1fb3c8f949
ROW-CUR-0179	CLM-CUR-146	CIT-CUR-045	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		f0bdfee749e1a6cbc198e3c9b3f9b19a87ddb6ad19d3c90ebf56a31722b934d0
ROW-CUR-0180	CLM-CUR-147	CIT-CUR-042	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		58da149117786b7a5e10ff41b42e855b57ac8261022de1b329a26f2b9e07fddf
ROW-CUR-0181	CLM-CUR-147	CIT-CUR-043	chandar_tracking_2025				AUDITED_NEW	NONE	43b8b1867d44fec8e557eea0001f73db5394ab2a05cef2bafbf2d74d3c9c9eba		12349974a5d01e353b47dbd749efc2b4bfbdd67d688e54276dfea27dcad69dbd
ROW-CUR-0182	CLM-CUR-147	CIT-CUR-044	hosseini_maasoum_generative_2025				AUDITED_NEW	NONE	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		ecda732d1bb881831641fa77cef36e92eecde54f5e704a4e2571c3272a4d20c2
ROW-CUR-0183	CLM-CUR-147	CIT-CUR-045	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		03390ec47af445154794ade6f07923695e0c9ed9a4a82786c572ee5dca1e0556
ROW-CUR-0184	CLM-CUR-148	CIT-CUR-046	brynjolfsson_canaries_2025	ROW-0202	CLM-163	CIT-046	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	1be7171226a283c884801611bed67f45ebfaf3cb4d5eabedc4d08f59913ec1ee
ROW-CUR-0185	CLM-CUR-149	CIT-CUR-047	gmyrek_generative_2025	ROW-0203	CLM-164	CIT-047	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	3c9aa37acb22ad68a746b6a134cb250b02715fa5038242723cfec33903af8af3
ROW-CUR-0186	CLM-CUR-150	CIT-CUR-047	gmyrek_generative_2025	ROW-0204	CLM-165	CIT-047	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9e665fd3e683dee50731bcca2e5d9899fcd842ffd21b882bbeb4c532321c3626
ROW-CUR-0187	CLM-CUR-151	CIT-CUR-048	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2313ee630362832313e0a9e4130e8539872f5e356ea42f2a265de5d009a2e412
ROW-CUR-0188	CLM-CUR-151	CIT-CUR-049	hosseini_maasoum_generative_2025				AUDITED_NEW	NONE	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		9162cd733156eeeeb831716c4d8a6465b32ddcae46c823c838cbb10c6e28990b
ROW-CUR-0189	CLM-CUR-151	CIT-CUR-050	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		9ce5b89104f3fb457ad0e10af716e8cb6b146f396cc2e9d67d4730a4ea125e1b
ROW-CUR-0190	CLM-CUR-152	CIT-CUR-051	brynjolfsson_canaries_2025	ROW-0208	CLM-167	CIT-051	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	89656aea559205ea7aeb52488e5837b5f9ea4333f4a807382ca32e94959dbaf9
ROW-CUR-0191	CLM-CUR-153	CIT-CUR-052	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		61f18587bda2cf2ca2c1a9144e73a555efaa11f8ee08beb8702ee94daf2425a3
ROW-CUR-0192	CLM-CUR-154	CIT-CUR-052	brynjolfsson_canaries_2025	ROW-0210	CLM-169	CIT-052	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	f03734cff441668031acdb8d9f83b9133af147a88f590191f4d92437de0de1a1
ROW-CUR-0193	CLM-CUR-155	CIT-CUR-052	brynjolfsson_canaries_2025	ROW-0213	CLM-172	CIT-052	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	778c1cc4f1a01d38af12e65cc6acf1606eec747b766ec630275de82cd4b8422b
ROW-CUR-0194	CLM-CUR-156	CIT-CUR-052	brynjolfsson_canaries_2025	ROW-0214	CLM-173	CIT-052	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	be18ca3cfc3f99b2472396722d6731ea28809ed936db6b6d3ebadd852212dfb8
ROW-CUR-0195	CLM-CUR-157	CIT-CUR-052	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		4c08b20926ebc7c89cea5e2a2baa2178732905defb7979322599110d3ac6b65d
ROW-CUR-0196	CLM-CUR-158	CIT-CUR-052	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		af643fc39f0a093d5903aedb4b63726d0f40055a041a7fddb506cf925d4c6297
ROW-CUR-0197	CLM-CUR-159	CIT-CUR-053	klein_teeselink_generative_2025	ROW-0216	CLM-175	CIT-053	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	c8d78bf5ed6f97581a7ecea4b7ccd162569a264eccf1158a2ee3b704a9a1ba29
ROW-CUR-0198	CLM-CUR-160	CIT-CUR-053	klein_teeselink_generative_2025	ROW-0217	CLM-176	CIT-053	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	46579cb0d97696b3236280c157f9ce9f77a90b61f03e72cea5468f1d479270ac
ROW-CUR-0199	CLM-CUR-161	CIT-CUR-054	brynjolfsson_canaries_2025	ROW-0218	CLM-177	CIT-054	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	c2bc3a0db0741dce6d5bc895a9f49dfe209a9d81ee33bc3ff42d8a00b4364a42
ROW-CUR-0200	CLM-CUR-162	CIT-CUR-055	hosseini_maasoum_generative_2025	ROW-0219	CLM-178	CIT-055	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	8fdda29dc502be668381b5854aa9307152b8657f5cf4c108581fbb620dd17ed6
ROW-CUR-0201	CLM-CUR-163	CIT-CUR-056	klein_teeselink_generative_2025	ROW-0220	CLM-179	CIT-056	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	527463bc389ae3405c125b1bc053f837dbbe0e9ae9d7735ed12d2fce2439e26e
ROW-CUR-0202	CLM-CUR-164	CIT-CUR-056	klein_teeselink_generative_2025	ROW-0221	CLM-180	CIT-056	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	b99dd1b608aedd53b3ce6252d6f884df61f72bf7a7796b8c2ccf4d21a0019749
ROW-CUR-0203	CLM-CUR-165	CIT-CUR-056	klein_teeselink_generative_2025				AUDITED_NEW	NONE	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		c5468bcea7299e070041731d7d8bfd978dee409331a826ae196b5fe5d386245a
ROW-CUR-0204	CLM-CUR-166	CIT-CUR-057	brynjolfsson_canaries_2025	ROW-0223	CLM-182	CIT-057	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	7b3ed592b8f60e4a47702664264644f7e3b8220cd0d0da881fef04c13795a4aa
ROW-CUR-0205	CLM-CUR-167	CIT-CUR-058	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		067389769b66b4145d9e84fca0ff709e81ca0a60704b7c135b1f8397ac7a3a09
ROW-CUR-0206	CLM-CUR-168	CIT-CUR-058	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		01a75e8c12dba6910f8014345b5781e27616ee9a8aaef1eca858d70afc76df7a
ROW-CUR-0207	CLM-CUR-169	CIT-CUR-058	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		6c8250e473cf802c5450e244a86731d20ef8cd29957897a5eca4979ff167ae4b
ROW-CUR-0208	CLM-CUR-170	CIT-CUR-058	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		b3a592893cb531a5a3d9b5e1cd7bdf40cf441558a3c5a2f609f847ea5731ed4d
ROW-CUR-0209	CLM-CUR-171	CIT-CUR-059	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		4b81e1cd843514245ff8c4d65587c1207e7424a1ab8be735c1359e53ff079fad
ROW-CUR-0210	CLM-CUR-172	CIT-CUR-059	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		d04d62245ff1364d6a86b9521a7c4a10d2e2c86fc0a42079c12db4d1ce6a9307
ROW-CUR-0211	CLM-CUR-173	CIT-CUR-059	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		a62826f145eae90f54c61d6986c696ac9c21318ddc7ca189f53c07a314ba356b
ROW-CUR-0212	CLM-CUR-174	CIT-CUR-059	brynjolfsson_canaries_2025	ROW-0226	CLM-185	CIT-058	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	b702731b1be30774f8c1cd01c10b9571bd9a461da6bb00c56362db95c0d0b216
ROW-CUR-0213	CLM-CUR-175	CIT-CUR-059	brynjolfsson_canaries_2025	ROW-0227	CLM-186	CIT-058	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	a07c2c9baf175d1992c8142988a34f91e0f127fd80c0b75e6bc6d9d7955efc9a
